date,location,waste_category,quantity_kg,people_count,meals_served,event_flag,previous_waste_kg,disposal_method
2025-01-27,Hostel A,Paper,4.97,439,453,false,,Recycling
2025-01-27,Hostel A,Glass,2.19,439,453,false,,Recycling
2025-01-27,Hostel A,Metal,1.04,439,453,false,,Recycling
2025-01-27,Hostel A,E-Waste,0.3,439,453,false,,Authorized Recycler
2025-01-27,Hostel A,Other,4.78,439,453,false,,Recycling
2025-01-27,Hostel B,Food,30.59,407,396,false,,Composting
2025-01-27,Hostel B,Plastic,7.3,407,396,false,,Recycling
2025-01-27,Hostel B,Paper,4.77,407,396,false,,Recycling
2025-01-27,Hostel B,Glass,2.17,407,396,false,,Recycling
2025-01-27,Hostel B,Metal,0.97,407,396,false,,Recycling
2025-01-27,Hostel B,E-Waste,0.35,407,396,false,,Authorized Recycler
2025-01-27,Hostel B,Other,4.3,407,396,false,,Recycling
2025-01-27,Food Court,Food,39.5,640,658,false,,Composting
2025-01-27,Food Court,Plastic,17.49,640,658,false,,Recycling
2025-01-27,Food Court,Paper,5.9,640,658,false,,Recycling
2025-01-27,Food Court,Glass,4.35,640,658,false,,Recycling
2025-01-27,Food Court,Metal,1.73,640,658,false,,Recycling
2025-01-27,Food Court,E-Waste,0.23,640,658,false,,Authorized Recycler
2025-01-27,Food Court,Other,4.72,640,658,false,,Recycling
2025-01-27,Academic Block,Food,5.6,1257,1089,false,,Composting
2025-01-27,Academic Block,Plastic,5.81,1257,1089,false,,Recycling
2025-01-27,Academic Block,Paper,12.63,1257,1089,false,,Recycling
2025-01-27,Academic Block,Glass,1.03,1257,1089,false,,Recycling
2025-01-27,Academic Block,Metal,0.96,1257,1089,false,,Recycling
2025-01-27,Academic Block,E-Waste,1.43,1257,1089,false,,Authorized Recycler
2025-01-27,Academic Block,Other,4.84,1257,1089,false,,Recycling
2025-01-27,Administration,Food,3.49,148,144,false,,Composting
2025-01-27,Administration,Plastic,3.13,148,144,false,,Recycling
2025-01-27,Administration,Paper,9.24,148,144,false,,Recycling
2025-01-27,Administration,Glass,0.46,148,144,false,,Recycling
2025-01-27,Administration,Metal,0.84,148,144,false,,Recycling
2025-01-27,Administration,E-Waste,0.89,148,144,false,,Authorized Recycler
2025-01-27,Administration,Other,2.67,148,144,false,,Recycling
2025-01-28,Main Canteen,Food,58.02,920,830,false,,Composting
2025-01-28,Main Canteen,Plastic,14.02,920,830,false,,Recycling
2025-01-28,Main Canteen,Paper,7.54,920,830,false,,Recycling
2025-01-28,Main Canteen,Glass,3.5,920,830,false,,Recycling
2025-01-28,Main Canteen,Metal,1.84,920,830,false,,Recycling
2025-01-28,Main Canteen,E-Waste,0.52,920,830,false,,Authorized Recycler
2025-01-28,Main Canteen,Other,5.58,920,830,false,,Recycling
2025-01-28,Hostel A,Food,35.16,485,498,false,,Composting
2025-01-28,Hostel A,Plastic,9.64,485,498,false,,Recycling
2025-01-28,Hostel A,Paper,5.73,485,498,false,,Recycling
2025-01-28,Hostel A,Glass,2.25,485,498,false,,Recycling
2025-01-28,Hostel A,Metal,1.07,485,498,false,,Recycling
2025-01-28,Hostel A,E-Waste,0.27,485,498,false,,Authorized Recycler
2025-01-28,Hostel A,Other,4.03,485,498,false,,Recycling
2025-01-28,Hostel B,Food,32.28,418,369,false,,Composting
2025-01-28,Hostel B,Plastic,7.38,418,369,false,,Recycling
2025-01-28,Hostel B,Paper,4.24,418,369,false,,Recycling
2025-01-28,Hostel B,Glass,2.2,418,369,false,,Recycling
2025-01-28,Hostel B,Metal,0.97,418,369,false,,Recycling
2025-01-28,Hostel B,E-Waste,0.28,418,369,false,,Authorized Recycler
2025-01-28,Hostel B,Other,4.59,418,369,false,,Recycling
2025-01-28,Food Court,Food,44.37,572,567,false,,Composting
2025-01-28,Food Court,Plastic,16.32,572,567,false,,Recycling
2025-01-28,Food Court,Paper,5.75,572,567,false,,Recycling
2025-01-28,Food Court,Glass,4.1,572,567,false,,Recycling
2025-01-28,Food Court,Metal,1.54,572,567,false,,Recycling
2025-01-28,Food Court,E-Waste,0.22,572,567,false,,Authorized Recycler
2025-01-28,Food Court,Other,5.56,572,567,false,,Recycling
2025-01-28,Academic Block,Food,5.88,1215,1273,false,,Composting
2025-01-28,Academic Block,Plastic,6.96,1215,1273,false,,Recycling
2025-01-28,Academic Block,Paper,13.96,1215,1273,false,,Recycling
2025-01-28,Academic Block,Glass,0.97,1215,1273,false,,Recycling
2025-01-28,Academic Block,Metal,0.96,1215,1273,false,,Recycling
2025-01-28,Academic Block,E-Waste,1.11,1215,1273,false,,Authorized Recycler
2025-01-28,Academic Block,Other,4.48,1215,1273,false,,Recycling
2025-01-28,Administration,Food,2.87,142,146,false,,Composting
2025-01-28,Administration,Plastic,3.2,142,146,false,,Recycling
2025-01-28,Administration,Paper,11.85,142,146,false,,Recycling
2025-01-28,Administration,Glass,0.6,142,146,false,,Recycling
2025-01-28,Administration,Metal,0.76,142,146,false,,Recycling
2025-01-28,Administration,E-Waste,0.95,142,146,false,,Authorized Recycler
2025-01-28,Administration,Other,3.34,142,146,false,,Recycling
2025-01-29,Main Canteen,Food,57.73,871,896,false,,Composting
2025-01-29,Main Canteen,Plastic,13.64,871,896,false,,Recycling
2025-01-29,Main Canteen,Paper,7.43,871,896,false,,Recycling
2025-01-29,Main Canteen,Glass,3.56,871,896,false,,Recycling
2025-01-29,Main Canteen,Metal,2.1,871,896,false,,Recycling
2025-01-29,Main Canteen,E-Waste,0.46,871,896,false,,Authorized Recycler
2025-01-29,Main Canteen,Other,6.45,871,896,false,,Recycling
2025-01-29,Hostel A,Food,30.95,432,372,false,,Composting
2025-01-29,Hostel A,Plastic,10.22,432,372,false,,Recycling
2025-01-29,Hostel A,Paper,4.88,432,372,false,,Recycling
2025-01-29,Hostel A,Glass,2.16,432,372,false,,Recycling
2025-01-29,Hostel A,Metal,1.16,432,372,false,,Recycling
2025-01-29,Hostel A,E-Waste,0.36,432,372,false,,Authorized Recycler
2025-01-29,Hostel A,Other,4.63,432,372,false,,Recycling
2025-01-29,Hostel B,Food,30.73,397,373,false,,Composting
2025-01-29,Hostel B,Plastic,8.48,397,373,false,,Recycling
2025-01-29,Hostel B,Paper,4.78,397,373,false,,Recycling
2025-01-29,Hostel B,Glass,2.2,397,373,false,,Recycling
2025-01-29,Hostel B,Metal,0.89,397,373,false,,Recycling
2025-01-29,Hostel B,E-Waste,0.33,397,373,false,,Authorized Recycler
2025-01-29,Hostel B,Other,4,397,373,false,,Recycling
2025-01-29,Food Court,Food,43.24,607,575,false,,Composting
2025-01-29,Food Court,Plastic,13.4,607,575,false,,Recycling
2025-01-29,Food Court,Paper,6.37,607,575,false,,Recycling
2025-01-29,Food Court,Glass,8.09,607,575,false,,Recycling
2025-01-29,Food Court,Metal,1.66,607,575,false,,Recycling
2025-01-29,Food Court,E-Waste,0.2,607,575,false,,Authorized Recycler
2025-01-29,Food Court,Other,5.85,607,575,false,,Recycling
2025-01-29,Academic Block,Food,13.91,1247,1106,false,,Composting
2025-01-29,Academic Block,Plastic,5.86,1247,1106,false,,Recycling
2025-01-29,Academic Block,Paper,14.51,1247,1106,false,,Recycling
2025-01-29,Academic Block,Glass,0.92,1247,1106,false,,Recycling
2025-01-29,Academic Block,Metal,0.96,1247,1106,false,,Recycling
2025-01-29,Academic Block,E-Waste,1.27,1247,1106,false,,Authorized Recycler
2025-01-29,Academic Block,Other,4.6,1247,1106,false,,Recycling
2025-01-29,Administration,Food,3.33,159,150,false,,Composting
2025-01-29,Administration,Plastic,2.95,159,150,false,,Recycling
2025-01-29,Administration,Paper,10.33,159,150,false,,Recycling
2025-01-29,Administration,Glass,0.49,159,150,false,,Recycling
2025-01-29,Administration,Metal,0.72,159,150,false,,Recycling
2025-01-29,Administration,E-Waste,0.81,159,150,false,,Authorized Recycler
2025-01-29,Administration,Other,3.31,159,150,false,,Recycling
2025-01-30,Main Canteen,Food,65.82,927,804,false,,Composting
2025-01-30,Main Canteen,Plastic,11.27,927,804,false,,Recycling
2025-01-30,Main Canteen,Paper,8.42,927,804,false,,Recycling
2025-01-30,Main Canteen,Glass,3.19,927,804,false,,Recycling
2025-01-30,Main Canteen,Metal,1.82,927,804,false,,Recycling
2025-01-30,Main Canteen,E-Waste,0.59,927,804,false,,Authorized Recycler
2025-01-30,Main Canteen,Other,6.21,927,804,false,,Recycling
2025-01-30,Hostel A,Food,28.33,468,488,false,,Composting
2025-01-30,Hostel A,Plastic,8.07,468,488,false,,Recycling
2025-01-30,Hostel A,Paper,5.27,468,488,false,,Recycling
2025-01-30,Hostel A,Glass,2.19,468,488,false,,Recycling
2025-01-30,Hostel A,Metal,1.07,468,488,false,,Recycling
2025-01-30,Hostel A,E-Waste,0.34,468,488,false,,Authorized Recycler
2025-01-30,Hostel A,Other,4.41,468,488,false,,Recycling
2025-01-30,Hostel B,Food,31.25,417,402,false,,Composting
2025-01-30,Hostel B,Plastic,8.59,417,402,false,,Recycling
2025-01-30,Hostel B,Paper,4.79,417,402,false,,Recycling
2025-01-30,Hostel B,Glass,2.29,417,402,false,,Recycling
2025-01-30,Hostel B,Metal,1.11,417,402,false,,Recycling
2025-01-30,Hostel B,E-Waste,0.31,417,402,false,,Authorized Recycler
2025-01-30,Hostel B,Other,3.97,417,402,false,,Recycling
2025-01-30,Food Court,Food,40.01,589,595,false,,Composting
2025-01-30,Food Court,Plastic,16.24,589,595,false,,Recycling
2025-01-30,Food Court,Paper,7.06,589,595,false,,Recycling
2025-01-30,Food Court,Glass,4.63,589,595,false,,Recycling
2025-01-30,Food Court,Metal,1.34,589,595,false,,Recycling
2025-01-30,Food Court,E-Waste,0.22,589,595,false,,Authorized Recycler
2025-01-30,Food Court,Other,5,589,595,false,,Recycling
2025-01-30,Academic Block,Food,5.98,1266,1114,false,,Composting
2025-01-30,Academic Block,Plastic,14.43,1266,1114,false,,Recycling
2025-01-30,Academic Block,Paper,16.27,1266,1114,false,,Recycling
2025-01-30,Academic Block,Glass,1.02,1266,1114,false,,Recycling
2025-01-30,Academic Block,Metal,1.16,1266,1114,false,,Recycling
2025-01-30,Academic Block,E-Waste,1.42,1266,1114,false,,Authorized Recycler
2025-01-30,Academic Block,Other,5.9,1266,1114,false,,Recycling
2025-01-30,Administration,Food,3.27,153,138,false,,Composting
2025-01-30,Administration,Plastic,3.16,153,138,false,,Recycling
2025-01-30,Administration,Paper,10.76,153,138,false,,Recycling
2025-01-30,Administration,Glass,0.5,153,138,false,,Recycling
2025-01-30,Administration,Metal,0.85,153,138,false,,Recycling
2025-01-30,Administration,E-Waste,0.74,153,138,false,,Authorized Recycler
2025-01-30,Administration,Other,3.02,153,138,false,,Recycling
2025-01-31,Main Canteen,Food,57.63,881,891,false,,Composting
2025-01-31,Main Canteen,Plastic,10.91,881,891,false,,Recycling
2025-01-31,Main Canteen,Paper,7.8,881,891,false,,Recycling
2025-01-31,Main Canteen,Glass,2.77,881,891,false,,Recycling
2025-01-31,Main Canteen,Metal,2.24,881,891,false,,Recycling
2025-01-31,Main Canteen,E-Waste,0.54,881,891,false,,Authorized Recycler
2025-01-31,Main Canteen,Other,5.83,881,891,false,,Recycling
2025-01-31,Hostel A,Food,33.45,467,405,false,,Composting
2025-01-31,Hostel A,Plastic,8.83,467,405,false,,Recycling
2025-01-31,Hostel A,Paper,5.07,467,405,false,,Recycling
2025-01-31,Hostel A,Glass,2.36,467,405,false,,Recycling
2025-01-31,Hostel A,Metal,1.06,467,405,false,,Recycling
2025-01-31,Hostel A,E-Waste,0.27,467,405,false,,Authorized Recycler
2025-01-31,Hostel A,Other,4.28,467,405,false,,Recycling
2025-01-31,Hostel B,Food,25.05,409,428,false,,Composting
2025-01-31,Hostel B,Plastic,9.6,409,428,false,,Recycling
2025-01-31,Hostel B,Paper,3.55,409,428,false,,Recycling
2025-01-31,Hostel B,Glass,2.18,409,428,false,,Recycling
2025-01-31,Hostel B,Metal,1.05,409,428,false,,Recycling
2025-01-31,Hostel B,E-Waste,0.35,409,428,false,,Authorized Recycler
2025-01-31,Hostel B,Other,3.89,409,428,false,,Recycling
2025-01-31,Food Court,Food,39.45,596,625,false,,Composting
2025-01-31,Food Court,Plastic,14.34,596,625,false,,Recycling
2025-01-31,Food Court,Paper,5.66,596,625,false,,Recycling
2025-01-31,Food Court,Glass,4.33,596,625,false,,Recycling
2025-01-31,Food Court,Metal,1.72,596,625,false,,Recycling
2025-01-31,Food Court,E-Waste,0.24,596,625,false,,Authorized Recycler
2025-01-31,Food Court,Other,4.67,596,625,false,,Recycling
2025-01-31,Academic Block,Food,4.84,1183,1041,false,,Composting
2025-01-31,Academic Block,Plastic,5.73,1183,1041,false,,Recycling
2025-01-31,Academic Block,Paper,13.87,1183,1041,false,,Recycling
2025-01-31,Academic Block,Glass,0.98,1183,1041,false,,Recycling
2025-01-31,Academic Block,Metal,0.94,1183,1041,false,,Recycling
2025-01-31,Academic Block,E-Waste,1.4,1183,1041,false,,Authorized Recycler
2025-01-31,Academic Block,Other,5.08,1183,1041,false,,Recycling
2025-01-31,Administration,Food,3.1,146,140,false,,Composting
2025-01-31,Administration,Plastic,3.58,146,140,false,,Recycling
2025-01-31,Administration,Paper,8.97,146,140,false,,Recycling
2025-01-31,Administration,Glass,0.5,146,140,false,,Recycling
2025-01-31,Administration,Metal,0.79,146,140,false,,Recycling
2025-01-31,Administration,E-Waste,0.86,146,140,false,,Authorized Recycler
2025-01-31,Administration,Other,3.51,146,140,false,,Recycling
2025-02-01,Main Canteen,Food,42.04,700,677,false,,Composting
2025-02-01,Main Canteen,Plastic,9.25,700,677,false,,Recycling
2025-02-01,Main Canteen,Paper,6.47,700,677,false,,Recycling
2025-02-01,Main Canteen,Glass,2.54,700,677,false,,Recycling
2025-02-01,Main Canteen,Metal,1.48,700,677,false,,Recycling
2025-02-01,Main Canteen,E-Waste,0.36,700,677,false,,Authorized Recycler
2025-02-01,Main Canteen,Other,5.39,700,677,false,,Recycling
2025-02-01,Hostel A,Food,26.89,355,362,false,,Composting
2025-02-01,Hostel A,Plastic,6.9,355,362,false,,Recycling
2025-02-01,Hostel A,Paper,3.72,355,362,false,,Recycling
2025-02-01,Hostel A,Glass,1.4,355,362,false,,Recycling
2025-02-01,Hostel A,Metal,0.76,355,362,false,,Recycling
2025-02-01,Hostel A,E-Waste,0.21,355,362,false,,Authorized Recycler
2025-02-01,Hostel A,Other,2.75,355,362,false,,Recycling
2025-02-01,Hostel B,Food,22.98,304,297,false,,Composting
2025-02-01,Hostel B,Plastic,5.58,304,297,false,,Recycling
2025-02-01,Hostel B,Paper,3,304,297,false,,Recycling
2025-02-01,Hostel B,Glass,1.4,304,297,false,,Recycling
2025-02-01,Hostel B,Metal,0.81,304,297,false,,Recycling
2025-02-01,Hostel B,E-Waste,0.27,304,297,false,,Authorized Recycler
2025-02-01,Hostel B,Other,3.55,304,297,false,,Recycling
2025-02-01,Food Court,Food,31.17,476,429,false,,Composting
2025-02-01,Food Court,Plastic,11.43,476,429,false,,Recycling
2025-02-01,Food Court,Paper,4.29,476,429,false,,Recycling
2025-02-01,Food Court,Glass,2.85,476,429,false,,Recycling
2025-02-01,Food Court,Metal,1.3,476,429,false,,Recycling
2025-02-01,Food Court,E-Waste,0.18,476,429,false,,Authorized Recycler
2025-02-01,Food Court,Other,3.87,476,429,false,,Recycling
2025-02-01,Academic Block,Food,3.97,919,934,false,,Composting
2025-02-01,Academic Block,Plastic,4.85,919,934,false,,Recycling
2025-02-01,Academic Block,Paper,9.57,919,934,false,,Recycling
2025-02-01,Academic Block,Glass,0.71,919,934,false,,Recycling
2025-02-01,Academic Block,Metal,0.89,919,934,false,,Recycling
2025-02-01,Academic Block,E-Waste,0.94,919,934,false,,Authorized Recycler
2025-02-01,Academic Block,Other,3.67,919,934,false,,Recycling
2025-02-01,Administration,Food,2.18,119,123,false,,Composting
2025-02-01,Administration,Plastic,2.1,119,123,false,,Recycling
2025-02-01,Administration,Paper,8.17,119,123,false,,Recycling
2025-02-01,Administration,Glass,0.41,119,123,false,,Recycling
2025-02-01,Administration,Metal,0.55,119,123,false,,Recycling
2025-02-01,Administration,E-Waste,0.65,119,123,false,,Authorized Recycler
2025-02-01,Administration,Other,2.04,119,123,false,,Recycling
2025-02-02,Main Canteen,Food,38.94,675,664,false,,Composting
2025-02-02,Main Canteen,Plastic,10.21,675,664,false,,Recycling
2025-02-02,Main Canteen,Paper,6.6,675,664,false,,Recycling
2025-02-02,Main Canteen,Glass,2.42,675,664,false,,Recycling
2025-02-02,Main Canteen,Metal,1.41,675,664,false,,Recycling
2025-02-02,Main Canteen,E-Waste,0.44,675,664,false,,Authorized Recycler
2025-02-02,Main Canteen,Other,4.32,675,664,false,,Recycling
2025-02-02,Hostel A,Food,24.5,339,341,false,,Composting
2025-02-02,Hostel A,Plastic,6.86,339,341,false,,Recycling
2025-02-02,Hostel A,Paper,3.6,339,341,false,,Recycling
2025-02-02,Hostel A,Glass,1.38,339,341,false,,Recycling
2025-02-02,Hostel A,Metal,0.78,339,341,false,,Recycling
2025-02-02,Hostel A,E-Waste,0.24,339,341,false,,Authorized Recycler
2025-02-02,Hostel A,Other,3.31,339,341,false,,Recycling
2025-02-02,Hostel B,Food,24.75,327,280,false,,Composting
2025-02-02,Hostel B,Plastic,6.62,327,280,false,,Recycling
2025-02-02,Hostel B,Paper,8.5,327,280,false,,Recycling
2025-02-02,Hostel B,Glass,1.43,327,280,false,,Recycling
2025-02-02,Hostel B,Metal,0.69,327,280,false,,Recycling
2025-02-02,Hostel B,E-Waste,0.23,327,280,false,,Authorized Recycler
2025-02-02,Hostel B,Other,2.76,327,280,false,,Recycling
2025-02-02,Food Court,Food,32.36,449,396,false,,Composting
2025-02-02,Food Court,Plastic,13.06,449,396,false,,Recycling
2025-02-02,Food Court,Paper,4.77,449,396,false,,Recycling
2025-02-02,Food Court,Glass,3.5,449,396,false,,Recycling
2025-02-02,Food Court,Metal,1.3,449,396,false,,Recycling
2025-02-02,Food Court,E-Waste,0.16,449,396,false,,Authorized Recycler
2025-02-02,Food Court,Other,4.04,449,396,false,,Recycling
2025-02-02,Academic Block,Food,4.48,881,908,false,,Composting
2025-02-02,Academic Block,Plastic,4.11,881,908,false,,Recycling
2025-02-02,Academic Block,Paper,11.9,881,908,false,,Recycling
2025-02-02,Academic Block,Glass,0.67,881,908,false,,Recycling
2025-02-02,Academic Block,Metal,0.82,881,908,false,,Recycling
2025-02-02,Academic Block,E-Waste,0.91,881,908,false,,Authorized Recycler
2025-02-02,Academic Block,Other,3.37,881,908,false,,Recycling
2025-02-02,Administration,Food,2.4,116,106,false,,Composting
2025-02-02,Administration,Plastic,2.27,116,106,false,,Recycling
2025-02-02,Administration,Paper,7.79,116,106,false,,Recycling
2025-02-02,Administration,Glass,0.4,116,106,false,,Recycling
2025-02-02,Administration,Metal,0.61,116,106,false,,Recycling
2025-02-02,Administration,E-Waste,0.6,116,106,false,,Authorized Recycler
2025-02-02,Administration,Other,6.52,116,106,false,,Recycling
2025-02-03,Main Canteen,Food,56.12,844,833,false,,Composting
2025-02-03,Main Canteen,Plastic,13.74,844,833,false,,Recycling
2025-02-03,Main Canteen,Paper,9.5,844,833,false,,Recycling
2025-02-03,Main Canteen,Glass,3.28,844,833,false,,Recycling
2025-02-03,Main Canteen,Metal,1.8,844,833,false,,Recycling
2025-02-03,Main Canteen,E-Waste,0.5,844,833,false,,Authorized Recycler
2025-02-03,Main Canteen,Other,5.72,844,833,false,,Recycling
2025-02-03,Hostel A,Food,32.09,416,407,false,,Composting
2025-02-03,Hostel A,Plastic,9.19,416,407,false,,Recycling
2025-02-03,Hostel A,Paper,4.66,416,407,false,,Recycling
2025-02-03,Hostel A,Glass,4.85,416,407,false,,Recycling
2025-02-03,Hostel A,Metal,0.9,416,407,false,,Recycling
2025-02-03,Hostel A,E-Waste,0.35,416,407,false,,Authorized Recycler
2025-02-03,Hostel A,Other,4.21,416,407,false,,Recycling
2025-02-03,Hostel B,Food,32.18,423,441,false,,Composting
2025-02-03,Hostel B,Plastic,8.26,423,441,false,,Recycling
2025-02-03,Hostel B,Paper,4.36,423,441,false,,Recycling
2025-02-03,Hostel B,Glass,1.84,423,441,false,,Recycling
2025-02-03,Hostel B,Metal,0.94,423,441,false,,Recycling
2025-02-03,Hostel B,E-Waste,0.32,423,441,false,,Authorized Recycler
2025-02-03,Hostel B,Other,3.57,423,441,false,,Recycling
2025-02-03,Food Court,Food,45.31,644,548,false,,Composting
2025-02-03,Food Court,Plastic,17.7,644,548,false,,Recycling
2025-02-03,Food Court,Paper,5.73,644,548,false,,Recycling
2025-02-03,Food Court,Glass,4.18,644,548,false,,Recycling
2025-02-03,Food Court,Metal,1.41,644,548,false,,Recycling
2025-02-03,Food Court,E-Waste,0.19,644,548,false,,Authorized Recycler
2025-02-03,Food Court,Other,4.59,644,548,false,,Recycling
2025-02-03,Academic Block,Food,4.97,1113,1003,false,,Composting
2025-02-03,Academic Block,Plastic,7.05,1113,1003,false,,Recycling
2025-02-03,Academic Block,Paper,16.59,1113,1003,false,,Recycling
2025-02-03,Academic Block,Glass,1.17,1113,1003,false,,Recycling
2025-02-03,Academic Block,Metal,0.97,1113,1003,false,,Recycling
2025-02-03,Academic Block,E-Waste,1.12,1113,1003,false,,Authorized Recycler
2025-02-03,Academic Block,Other,4.76,1113,1003,false,,Recycling
2025-02-03,Administration,Food,2.68,150,129,false,,Composting
2025-02-03,Administration,Plastic,3.25,150,129,false,,Recycling
2025-02-03,Administration,Paper,11.91,150,129,false,,Recycling
2025-02-03,Administration,Glass,0.58,150,129,false,,Recycling
2025-02-03,Administration,Metal,0.83,150,129,false,,Recycling
2025-02-03,Administration,E-Waste,0.95,150,129,false,,Authorized Recycler
2025-02-03,Administration,Other,2.72,150,129,false,,Recycling
2025-02-04,Main Canteen,Food,63.48,840,827,false,,Composting
2025-02-04,Main Canteen,Plastic,14.05,840,827,false,,Recycling
2025-02-04,Main Canteen,Paper,9.18,840,827,false,,Recycling
2025-02-04,Main Canteen,Glass,3.55,840,827,false,,Recycling
2025-02-04,Main Canteen,Metal,2.23,840,827,false,,Recycling
2025-02-04,Main Canteen,E-Waste,0.6,840,827,false,,Authorized Recycler
2025-02-04,Main Canteen,Other,6.41,840,827,false,,Recycling
2025-02-04,Hostel A,Food,35.25,476,428,false,,Composting
2025-02-04,Hostel A,Plastic,8.25,476,428,false,,Recycling
2025-02-04,Hostel A,Paper,5.53,476,428,false,,Recycling
2025-02-04,Hostel A,Glass,2.37,476,428,false,,Recycling
2025-02-04,Hostel A,Metal,1.15,476,428,false,,Recycling
2025-02-04,Hostel A,E-Waste,0.31,476,428,false,,Authorized Recycler
2025-02-04,Hostel A,Other,4.06,476,428,false,,Recycling
2025-02-04,Hostel B,Food,30.29,392,359,false,,Composting
2025-02-04,Hostel B,Plastic,8.71,392,359,false,,Recycling
2025-02-04,Hostel B,Paper,3.87,392,359,false,,Recycling
2025-02-04,Hostel B,Glass,2.03,392,359,false,,Recycling
2025-02-04,Hostel B,Metal,1.19,392,359,false,,Recycling
2025-02-04,Hostel B,E-Waste,0.33,392,359,false,,Authorized Recycler
2025-02-04,Hostel B,Other,3.77,392,359,false,,Recycling
2025-02-04,Food Court,Food,42.29,622,538,false,,Composting
2025-02-04,Food Court,Plastic,14.59,622,538,false,,Recycling
2025-02-04,Food Court,Paper,5.86,622,538,false,,Recycling
2025-02-04,Food Court,Glass,3.97,622,538,false,,Recycling
2025-02-04,Food Court,Metal,1.34,622,538,false,,Recycling
2025-02-04,Food Court,E-Waste,0.24,622,538,false,,Authorized Recycler
2025-02-04,Food Court,Other,4.98,622,538,false,,Recycling
2025-02-04,Academic Block,Food,6.01,1248,1110,false,,Composting
2025-02-04,Academic Block,Plastic,7.02,1248,1110,false,,Recycling
2025-02-04,Academic Block,Paper,16.13,1248,1110,false,,Recycling
2025-02-04,Academic Block,Glass,1.15,1248,1110,false,,Recycling
2025-02-04,Academic Block,Metal,0.99,1248,1110,false,,Recycling
2025-02-04,Academic Block,E-Waste,1.28,1248,1110,false,,Authorized Recycler
2025-02-04,Academic Block,Other,5.68,1248,1110,false,,Recycling
2025-02-04,Administration,Food,2.93,161,151,false,,Composting
2025-02-04,Administration,Plastic,2.83,161,151,false,,Recycling
2025-02-04,Administration,Paper,9.41,161,151,false,,Recycling
2025-02-04,Administration,Glass,0.5,161,151,false,,Recycling
2025-02-04,Administration,Metal,0.79,161,151,false,,Recycling
2025-02-04,Administration,E-Waste,0.77,161,151,false,,Authorized Recycler
2025-02-04,Administration,Other,2.69,161,151,false,,Recycling
2025-02-05,Main Canteen,Food,58.05,908,934,false,,Composting
2025-02-05,Main Canteen,Plastic,13.38,908,934,false,,Recycling
2025-02-05,Main Canteen,Paper,7.77,908,934,false,,Recycling
2025-02-05,Main Canteen,Glass,3.01,908,934,false,,Recycling
2025-02-05,Main Canteen,Metal,2.24,908,934,false,,Recycling
2025-02-05,Main Canteen,E-Waste,0.56,908,934,false,,Authorized Recycler
2025-02-05,Main Canteen,Other,5.47,908,934,false,,Recycling
2025-02-05,Hostel A,Food,87.22,442,445,false,,Composting
2025-02-05,Hostel A,Plastic,10.15,442,445,false,,Recycling
2025-02-05,Hostel A,Paper,4.57,442,445,false,,Recycling
2025-02-05,Hostel A,Glass,2.37,442,445,false,,Recycling
2025-02-05,Hostel A,Metal,0.96,442,445,false,,Recycling
2025-02-05,Hostel A,E-Waste,0.91,442,445,false,,Authorized Recycler
2025-02-05,Hostel A,Other,4.59,442,445,false,,Recycling
2025-02-05,Hostel B,Food,32.75,432,419,false,,Composting
2025-02-05,Hostel B,Plastic,8.07,432,419,false,,Recycling
2025-02-05,Hostel B,Paper,3.97,432,419,false,,Recycling
2025-02-05,Hostel B,Glass,1.9,432,419,false,,Recycling
2025-02-05,Hostel B,Metal,1.04,432,419,false,,Recycling
2025-02-05,Hostel B,E-Waste,0.29,432,419,false,,Authorized Recycler
2025-02-05,Hostel B,Other,3.88,432,419,false,,Recycling
2025-02-05,Food Court,Food,46.94,596,593,false,,Composting
2025-02-05,Food Court,Plastic,15.33,596,593,false,,Recycling
2025-02-05,Food Court,Paper,6.62,596,593,false,,Recycling
2025-02-05,Food Court,Glass,4.2,596,593,false,,Recycling
2025-02-05,Food Court,Metal,1.35,596,593,false,,Recycling
2025-02-05,Food Court,E-Waste,0.2,596,593,false,,Authorized Recycler
2025-02-05,Food Court,Other,5.14,596,593,false,,Recycling
2025-02-05,Academic Block,Food,4.54,1177,1159,false,,Composting
2025-02-05,Academic Block,Plastic,5.39,1177,1159,false,,Recycling
2025-02-05,Academic Block,Paper,16.3,1177,1159,false,,Recycling
2025-02-05,Academic Block,Glass,1.17,1177,1159,false,,Recycling
2025-02-05,Academic Block,Metal,1.08,1177,1159,false,,Recycling
2025-02-05,Academic Block,E-Waste,1.36,1177,1159,false,,Authorized Recycler
2025-02-05,Academic Block,Other,4.9,1177,1159,false,,Recycling
2025-02-05,Administration,Food,3.1,150,145,false,,Composting
2025-02-05,Administration,Plastic,3.19,150,145,false,,Recycling
2025-02-05,Administration,Paper,9.11,150,145,false,,Recycling
2025-02-05,Administration,Glass,0.48,150,145,false,,Recycling
2025-02-05,Administration,Metal,0.72,150,145,false,,Recycling
2025-02-05,Administration,E-Waste,0.87,150,145,false,,Authorized Recycler
2025-02-05,Administration,Other,3.1,150,145,false,,Recycling
2025-02-06,Main Canteen,Food,57.58,834,875,false,,Composting
2025-02-06,Main Canteen,Plastic,12.33,834,875,false,,Recycling
2025-02-06,Main Canteen,Paper,9.57,834,875,false,,Recycling
2025-02-06,Main Canteen,Glass,2.7,834,875,false,,Recycling
2025-02-06,Main Canteen,Metal,2.11,834,875,false,,Recycling
